"id","name","description","avatar","url","isArchived","isBlogger","subscribers","er","malePercent","views","cpv","postPrice","categoryId","lastUpdateDateTime"
cl8powtdk0336bqe5narbz24m,ШАЙХ МУХЛИСЛАРИ !!!,Канал Шайх Муҳаммад Содиқ Муҳаммад Юсуф раҳимаҳуллоҳнинг илмий-маънавий меросларини ўрганиш мақсадида муҳаббатли мухлислар томонидан очилган!Манба: Savollar.islom.uz | Islom.uzСавол йўллаш! 👉 Savollar.islom.uzРеклама: @Reklamauchun_uz,//static1.tgstat.ru/channels/_0/75/75e59e88ff8da200c5b0c17f397729b3.jpg,https://t.me/Shayx_MuhammadSodiq_Muxlislari,true,true,312545,18,0,55179,0,0.0,"8",2022-11-12 19:23:58.182
cl8powtdw0348bqe5obullthm,XIT MUSIQALAR 🎵,🎵 ѕaloмaleĸυм хυѕн ĸelιвѕιz. eng ѕo'ngι хιт мυѕιclar вιzda 🖤🥰𖤓 хιт мυѕιc 2021𖤓 rυѕѕιan мυѕιc𖤓 вaѕѕ мυѕιc 𖤓 reмιх мυѕιc𖤓 clυв мυѕιc𖤓 тυrĸιѕн мυѕιc—ᴅɪʀᴇᴋᴛᴏʀ - @Muzikalar_admin,//static5.tgstat.ru/channels/_0/d9/d9cc779bc5e29bb1dfcf6db75762845a.jpg,https://t.me/UZBEKCHA_QOSHIQLAR_MUSIQALAR,true,true,309714,3,0,10332,0,0.0,"10",2022-11-12 19:23:58.182
cl8powtew0388bqe5x9yf8qp4,Dunyo.uz | Tezkor Yangiliklar,"✅ Тезкор хабарлар | Сиёсий канал

⚡️Фақат тасдиқланган маълумотлар!
Обуначиларни зериктирмаслик учун кайфият кўтарувчи пўстлархам жойлаб борилади!

▪️ Реклама учун 👉 @Jiddiy_Reklama",http://75.119.148.52/d7499cb2dd2cf90bbdd44b88a044dc74474db676.jpg,https://t.me/daryouz_dunyo_yangilillar_uzbek,true,true,304957,17,0,53277,0,1426.67,"5",2022-11-12 19:23:58.182
cl8poyhz21093i2e5bs54ivqx,USTOZLAR MA'RUZASI,"Ва Эслатинг! Албатта, эслатиш мўминларга манфаат берур.(Зорият сураси 55)Реклама учун: @ReklamaBolimi2Намоз Вақти: Manba Mehrob.uz",//static2.tgstat.ru/channels/_0/16/16ed65c11379a7359ff587dea3be3ce7.jpg,https://t.me/ustozlarimiz_maruzasi,true,true,184596,15,0,26968,0,600.0,"8",2022-11-12 19:23:58.182
cl8powten0376bqe50pr3j8az,TIK-TOK,🎞Tik-Tok❤️Likee 📽Instagram va Butun Internet Olamidagi Eng Sara Shov-Shuvli🎥Qiziqarli va Kulguli Comedya😂Videolarni Birinchi Biz Bilan Kuzatib Boring!😎Eng Zo'rlari Bizning Kanalda!Reklama Uchun: @Uzbek_Menejer,//static4.tgstat.ru/channels/_0/6a/6aaf73b8a675cf56447da5ca12134314.jpg,https://t.me/Tik_Tok_Tiktok_Likee_Instagram,true,true,306258,6,0,17643,0,2053.33,,2022-11-12 19:23:58.182
cl8powtf70400bqe5dfzhc83j,Shov - Shuv UZ,Энг Шов Шувли хабарлардан биринчилардан бўлиб расмий каналимизда бохабар бўлинг- Фақат долзарб мавзулар- Тезкорлик- Расмий хабарларРеклама бўйича боғланиш 👉 @ShovShuvReklama 👈 📞 +998998470505Расм ва видео юбориш учун👇@ShovUzMurojaat,//static1.tgstat.ru/channels/_0/4a/4a76db4f297055dd856eaeb6e796e0d8.jpg,https://t.me/shov_shuvUZ,true,true,303953,49,0,149606,0,2986.67,"7",2022-11-12 19:23:58.182
cl8powtfg0412bqe5w6n7m42m,Тезкор Хабарлар📨,Ассалому Алайкум!Сиз «Тезкор Хабарлар» (@tezkorxabarlar) расмий каналидасиз.Каналимизда юртимиз ва дунёда рўй бераётган энг сўнгги янгиликлардан ва ибратли маърузалардан хабардор бўлинг.Реклама учун: @sifatliuzb,//static3.tgstat.ru/channels/_0/fa/fa3800864c899495689eebf91fe07695.jpg,https://t.me/tezkor_xabarlar24_yangiliklari,true,true,296294,12,0,35708,0,1866.67,"3",2022-11-12 19:23:58.182
cl8powtg20438bqe5jb4ahwa2,Shukurulloh domla,Шукурулло домланинг телеграм канали Мухлислар Томонидан Очилган Канал Бу каналда Шукурулло Домлани Енг Янги Марузалари бериб борилади!,//static4.tgstat.ru/channels/_0/0d/0d6286a3a9d654234bed042915aa9005.jpg,https://t.me/abdulloh_islom_SHukrulloh_Domla,true,true,287266,3,0,7878,0,0.0,"8",2022-11-12 19:23:58.182
cl8powtgh0450bqe5pdc68gki,Bor gap! | Расмий канал,"🇺🇿 КАТТАЛАР УЧУН 👍
Ҳар куни қизиқарли ва тезкор Видео, Фото ва Хабарлар!
_
Воқеа ва ҳодисага гувоҳ бўлдингизми 👀 бизга юборинг, биз каналга чиқарамиз 😎: @borgapuz_Admin 👈

Спамлар учун: @Borgap_bot 👈

Каналимиз расмий гуруҳи: @borgapuzgroup",http://75.119.148.52/61710365e3a3a978146f5d5f7b906c700436c9b4.jpg,https://t.me/borgapuz,true,true,282368,17,73,47518,0,2141.33,"5",2022-11-12 19:23:58.182
cl8powtgt0462bqe5dhve5a11,Maktab,"❤️ Bolalikni, maktab va sinfdoshlarni sog'inganlar uchun, bu eng sevimli kanaldir 😊

Rek: @Sifatliy_reklam @oshigi_jannatim",http://75.119.148.52/1aa0a2b4793fa2cec8799ff86412327620937060.jpg,https://t.me/maktab,true,true,277311,3,0,8508,0,0.0,"11",2022-11-12 19:23:58.182
cl8powthl0490bqe5eju3235c,Хабарлар 24 | Расмий канал,"👉 КАТТАЛАР УЧУН👍🏻
Хар куни мамлакатлар билан боғлиқ қизиқарли Видео, Фото, Хабарлар!
Everyday Interesting, Videos and Photos!
_
Воқеа ва ходисага гувоҳ бўлдингизми 👀
бизга юборинг, биз каналга чиқарамиз 
Spamlar: @Xabarlar24rasmiybot

Реклама: @X24ADS",http://75.119.148.52/0adabe6761f384578514d66b834df985f2f938b7.jpg,https://t.me/kunxabariofficial,true,true,273036,24,66,66846,0,4282.67,"5",2022-11-12 19:23:58.182
cl8powthv0502bqe5kj8cpdga,Tezkor Yangiliklar ⚡,"⚡️Фақат тасдиқланган маълумотлар, энг сўнгги тезкор хабарлар ва долзарб янгиликлар бизда!

Мурожат ва таклифлар
@Tezkor_admin13",http://75.119.148.52/33bee0920bf079767eb15fab1f16523a68562aba.jpg,https://t.me/tezkor_yangiliklar_xabarlaruz,true,true,269471,13,0,35639,0,1284.0,"5",2022-11-12 19:23:58.182
cl8powti60514bqe53l9wvddy,🇪🇺 CHEMPIONLAR LIGASI (Rasmiy),🇪🇺 UEFA Chempionlar Ligasining 🇺🇿 O'zbekistondagi eng faol Telegram sahifasi!🗞 Yangiliklar⚽️ Online gollar📹 Videolar🎤 Intervyular💰Reklama uchun:👉 @Reklam_Prices© FUTBOL UZ,//static2.tgstat.ru/channels/_0/76/76a16d87025edc377a35ea114ce0f4b7.jpg,https://t.me/CHEMPIONLAR_LIGASI_LIVERPUL,true,true,269449,3,0,7993,0,866.67,"7",2022-11-12 19:23:58.182
cl8powtjv0576bqe54p20a8gt,Andijonliklar TV | Расмий канал,📰 Андижонликлар каналига хуш келибсиз!Реклама бўйича 👉 @Andijon_admin1Видео юбориш учун👉 @And_murojaatbotБизнинг барча ижтимоий тармоқларимиз 👇https://taplink.cc/andijonliklar_tv,//static7.tgstat.ru/channels/_0/5a/5abea00bc341e929efcdc0c8c1934471.jpg,https://t.me/Andijonliklar_TV,true,true,262410,10,70,25551,0,2986.67,"",2022-11-12 19:23:58.182
cl8poyq7414856i2e5ve27qkac,𝐌𝐚𝐫𝐡𝐚𝐛𝐨 𝐊𝐚𝐫𝐢𝐦𝐨𝐯𝐚 𝐬𝐡𝐞'𝐫𝐥𝐚𝐫𝐢💟,"","",https://t.me/Marhabo_Karimova_Sherlari,true,true,19445,0,0,0,0,373.33,"",2022-11-12 19:23:58.182
cl8powtj60552bqe5496e1k34,Dacha.uzb,"Asosiy Arzon dachalar kanali ⤵️⤵️⤵️

𝗗𝗔𝗖𝗛𝗔𝗨𝗭 | 𝗞𝗔𝗡𝗔𝗟 𝗖𝗛𝗔𝗥𝗩𝗔𝗞

🏝 -- 𝐂𝐡𝐚𝐫𝐯𝐚𝐤
🏔 -- 𝐁𝐨𝐜𝐡𝐤𝐚
🏕 -- 𝐗𝐮𝐦𝐬𝐚𝐧
⛰ -- 𝐁u𝐫𝐜𝐡𝐢𝐦𝐮𝐥

Reklama  @Admiuzb",http://75.119.148.52/91aff1d40ddc6e3cfd9ff1077060bb2f9560b655.jpg,https://t.me/dacha_dachabor_dachatop_dachalar,true,true,262764,2,0,5672,0,0.0,,2022-11-12 19:23:58.182
cl8powtiw0540bqe56u5j40c6,Surxondaryoliklar | Расмий канал,Сурхондарё ва юртимиз ҳаётига оид энг сўнги янгиликлар ва кўнгил очар лавҳалар бизнинг каналда👉https://vm.tiktok.com/ZSnmQ7nr/👉instagram.com/SurxondaryoliklarРеклама учун: @Surxondaryoliklar_adminХабар юбориш: @Surxon_groupbot,//static2.tgstat.ru/channels/_0/bf/bf9b902f48b7e17d12c158a0eb7e3316.jpg,https://t.me/Surxondaryoliklar_Termiz_Denov,true,true,262881,3,74,8449,0,0.0,,2022-11-12 19:23:58.182
cl8powtk80588bqe5s2en3c1d,APTEKA_TV,"Сизнинг соғлиғингизга ғамхўрлик қиладиган шифокорлар жамоаси. Тиббиёт ҳақида оддий сўзлар билан.

Шифокорлар: @vrach_apteka_tv

Иккинчи каналимиз: @xalqim_tabobati

Тижорий хамкорлик: @Abdukahhorof",https://data-img.socialjet.pro/09f735a6de4fed508cb5dec1f7e4e2a8d49fde04.jpg,https://t.me/Apteka_tv,true,true,260719,20,0,53294,0,0.0,"14",2022-11-12 19:23:58.182
cl8powtkp0602bqe5sbxxxt1w,Mehrob.uz,Шайх Саййид Раҳматуллоҳ Термизийнинг  www.mehrob.uz  саҳифасининг расмий канали.Instagram:instagram.com/mehrob.uzFecebook:fb.com/Mehrob.uz2Tiktok:tiktok.com/@mehrob_uzYoutube:youtube.com/MehrobUzЎзМАА интернет-ОАВ гувоҳномаси рақами: 1153,//static9.tgstat.ru/channels/_0/92/9219adc5c42107c4911e249155320648.jpg,https://t.me/mehrob_uz,true,true,260107,22,0,57767,0,0.0,"8",2022-11-12 19:23:58.182
cl8powtl20614bqe57xqwzct9,🎂 PISHIRIQLAR 🍰 SHIRINLIK 🥐 TORTLAR,"🎂 Аёлларимиз учун енг сара рецептлар улашувчи канал!

⚡ Тижорий хамкорлик учун
👤 Админ: @zorzor_ads

🔥 Hamkorimiz: 100k.uz",http://75.119.148.52/97c0786ea47f27fcdd07ca368e6e4a99e0e89bf6.jpg,https://t.me/Pishiriqlar_Shirinlik_Tortlar,true,true,256723,3,0,7500,0,1344.0,"5",2022-11-12 19:23:58.182
cl8powtlf0626bqe563wirios,👑 REAL MADRID | RASMIY ️,"👑 ""REAL MADRID""  muxlislari uchun yaratilgan shaxsiy kanal!

📰 Yangiliklar
⚽️ Onlayn gollar
🎬 Videolar
🎤 Intervyular
🥅 Anonslar",http://75.119.148.52/0b3074808008dc0f1210d7f72cb22960fc906fed.jpg,https://t.me/REALMADRID_REAL_MADRID_UZB_UZ,true,true,256674,4,0,11367,0,0.0,"7",2022-11-12 19:23:58.182
cl8powtlt0638bqe5jo48hsdh,Тезкор хабарлар,Энг сўнгги тезкор хабарлар ва долзарб янгиликлар!,//static5.tgstat.ru/channels/_0/07/075169efcc362ee3230df61e66718ee7.jpg,https://t.me/Xabarlar_Tezkor_Yangiliklar_24,true,true,254440,4,0,8950,0,3360.0,"3",2022-11-12 19:23:58.182
cl8powtnf0686bqe5zlgemkpu,Navoiy Kanal,"Кўрдик, эшитдик, Гапирамиз😊❗️
Савол ва мурожаатлар учун админ: 
👇
 @navoiy_kanaladmin

 У бу қизиқ нарсалар бўлса админга юборинг!
Ҳар бир ташланган нарсани яқинларингизга тарқатинг! Ҳамма Навоийликлар бирлашайлик✊
Куч бирликда НАВОИЙЛИКЛАР😇💪",http://75.119.148.52/b0ee966a90e9741655ef7bba25296bb75bd5fcca.jpg,https://t.me/navoiy_kanaluz,true,true,240077,12,0,28833,0,2760.0,"5",2022-11-12 19:23:58.182
cl8powtnr0698bqe5iuru8qro,FUTBOLUZ | RASMIY,⚽️Futbol muxlislari uchun yaratilgan Rasmiy kanal!📰Yangiliklar⚽️Onlayn gollar🎬Videolar🎤Intervyular🥅Anonslar📺TV dasturlarReklama uchun: https://t.me/FTREKUZ,//static3.tgstat.ru/channels/_0/ae/ae4a39c4627ad646d7c7b85bd6583e3e.jpg,https://t.me/FUTBOLTV2K,true,true,238613,2,64,5692,0,0.0,"11",2022-11-12 19:23:58.182
cl8powto40710bqe588mq9w8d,ꜱᴀᴛᴜʀɴ ?,"▫️У нᴀᴄ ᴄʙᴏя ᴀᴛʍᴏᴄɸᴇᴩᴀ 💜

▫️Сʙᴇжиᴇ ᴄᴏхᴩы и ᴏбᴏи 🥥

▫️Сᴀʍыᴇ ᴄᴏчныᴇ ᴛᴩᴇᴋи 🎶

▫️Важное: @saturn_info",https://data-img.socialjet.pro/bf43fc1f1bae697409222c3e8d33479304d043ca.jpg,https://t.me/saturn_usa,true,true,238154,4,68,8700,0,2000.0,"10",2022-11-12 19:23:58.182
cl8powtoy0734bqe5lfevotoj,ШАЙХ САБОҚЛАРИ,"Канал Шайх Муҳаммад Содиқ Муҳаммад Юсуфнинг илмий-маънавий меросларини ўрганиш мақсадида мухлислар томонидан очилган.

Реклама учун: @RekIamauchunbot",http://75.119.148.52/1f2a57c0c008ea37980c31e6b41a625cce625507.jpg,https://t.me/shayxsaboqlariuz,true,true,234786,9,0,20775,0,0.0,"5",2022-11-12 19:23:58.182
cl8powtpb0746bqe5m04edsma,⚽️ FUTBOL YANGILIKLARI,"✅ Biz Sizga Har Kuni Taqdim Etamiz !!!
 
🗞 Yangiliklar  
⚽️ Onlayn Gollar
✅ Natijalar 
📊 Turnir Jadvallari 
📉 Statistkalar 
📸 Fotolar 
🎥 Video Roliklar",http://75.119.148.52/a036e5c33babdd3d4ee623cc1f523d2a9ecc43ab.jpg,https://t.me/UZSPORT_TV_FUDBOLTV_STADION,true,true,234498,7,0,17033,0,0.0,"7",2022-11-12 19:23:58.182
cl8poyhfq0117i2e5jco8qa8b,Uzbekistan | Расмий канал Тезкор Xабарлар ва Янгиликлар,"🇺🇿 ТВда кўрсатмайдиган ва газеталар айтмайдиган Ўзбекистондаги янгиликларни ёритиб борамиз! Қизиқ Муҳим, Долзарб ва Ҳаяжонли материаллар...Воқеа ва ходисага гувоҳ бўлдингизми 👀бизга юборинг @rasmiyxabarlarГувохнома №1055939 дан 26.08.2019...",//static2.tgstat.ru/channels/_0/19/19619aa36c96960f16b045c5469e11c1.jpg,https://t.me/UZBEKISTANUZ,true,true,388721,24,0,94451,0,4480.0,"4",2022-11-12 19:23:58.182
cl8poyhgt0158i2e50t11kmim,SAMARQANDLIKLAR 24 | Rasmiy,"📢  Samarqandliklar-24.uz saytining rasmiy telegram kanali, #Yangiliklar.🔰 Reklama 👉 @SamGroup24📩 Xabar yuborish @SamAloqa_bot..Barcha huquqlar himoyangan - All Rights Reserved❗Youtube.com/Samarqandliklar24uzInstagram.com/Samarqandliklar_24",//static10.tgstat.ru/channels/_0/0b/0b382c91ff57abe09621f72937682e19.jpg,https://t.me/SAMARQANDLIKLAR24,true,true,365393,4,69,13535,0,1493.33,"4",2022-11-12 19:23:58.182
cl8poyhh20170i2e5ymkmtn8x,Solihon domla Muxlislari️,"Ва Эслатинг! Албатта, эслатиш мўминларга манфаат берур.(Зорият сураси 55)Ақидамиз: Аҳли сунна вал-жамоъа!Мазҳабимиз: ҲанафийШиоримиз: Аҳли сунна ва жамоа мазҳаби асосида пок ақийда ва мусаффо Исломга интилиш.Taklif & Rek @solihon_domla_info_bot",//static1.tgstat.ru/channels/_0/cf/cfd4816403b3964b456a8a043608c7c6.jpg,https://t.me/solihon_domla_maruzalariuz,true,true,349414,8,68,29222,0,0.0,"8",2022-11-12 19:23:58.182
cl8powtn50674bqe5s6oh45w0,Maraqli.TV,✔️ Maraqli.tv -nin rəsmi telegram kanalıReklamla və əməkdaşlıqla bağlı:+994552205568 (📞 Business Wp: ),//static7.tgstat.ru/channels/_0/eb/eb2e33072b0637cd909bd2ef874b55dc.jpg,https://t.me/maraqli_tv,true,true,240923,10,0,23979,0,0.0,,2022-11-12 19:23:58.182
cl8powtol0722bqe5t6kexszz,Тезкор хабарлар 24,Ўзбекистон ва жаҳон янгиликлари канали.@zamon_adm,//static2.tgstat.ru/channels/_0/10/10c9124ad8aa1983ed159fad45aa9527.jpg,https://t.me/Tezkor_Xabarlar_Yangiliklar_24,true,true,236737,5,0,12642,0,3360.0,,2022-11-12 19:23:58.182
cl8poyhip0263i2e5eqpja158,Qoraxabar - Tezkor xabarlar | Rasmiy kanal,"🔞КАТТАЛАР УЧУН!🌐Ўзбекистон ва Жаҳондаги муҳим воқеалар, энг тезкор ва махфий хабарлар!Воқеа ёки ҳодисанинг гувоҳи бўлдингизми?Унда бизга юборинг: @Qoraxabar_admin☎️Реклама: @Qoraxabarda_reklama",//static3.tgstat.ru/channels/_0/26/26a4c385149dea672ab7586caa00b06d.jpg,https://t.me/Qoraxabar,true,true,309234,31,0,94578,0,2613.33,"10",2022-11-12 19:23:58.182
cl8poyhjo0311i2e5i79wt00e,QASHQADARYO AHLI,"Қашқадарё вилоятидаги энг йирик ва оммабоп, ахборот етказувчи “QASHQADARYO AHLI” телеграм каналига хуш келибсиз!Реклама хизмати: @Ziyobaxsh* Qashqadaryoahli.uz* instagram.com/qashqadaryo_ahli* youtube.com/c/qashqadaryo_ahli",//static2.tgstat.ru/channels/_0/a3/a3ef5146248b26a7c1bde7a09f4a7d91.jpg,https://t.me/Qashqadaryo_Qarshi_Shahrisabz_07,true,true,288383,14,77,40703,0,1493.33,"7",2022-11-12 19:23:58.182
cl8poyhke0350i2e5qsfowv7u,SOG'LOM HAYOT,"Статистикага кўра интернетдан тиббий маслаҳатлар излаганлар 58%ни ташкил қилар экан.Биз сизга энг ишончли маслаҳатларни бериб борамиз, биз билан Соғлом ҳаёт кечиринг...Реклама учун 👉🏼 @Skarpion",//static2.tgstat.ru/channels/_0/04/049671e28a386427e432b3370a22aae4.jpg,https://t.me/SoglomHayot,true,true,273182,18,0,47982,0,2613.33,"12",2022-11-12 19:23:58.182
